Team,Pos.,FIFA Popular Name,Birth Date,Age,Shirt Name,Club,Height,Weight
Poland,FW,MILIK Arkadiusz,28/02/1994,24,MILIK,SSC Napoli (ITA),186,81
Poland,MF,LINETTY Karol,02/02/1995,23,LINETTY,UC Sampdoria (ITA),176,73
Poland,FW,LEWANDOWSKI Robert,21/08/1988,29,LEWANDOWSKI,FC Bayern München (GER),185,79
Poland,MF,KRYCHOWIAK Grzegorz,29/01/1990,28,KRYCHOWIAK,West Bromwich Albion FC (ENG),186,83
Poland,MF,GROSICKI Kamil,08/06/1988,30,GROSICKI,Hull City FC (ENG),180,78
Poland,GK,BIALKOWSKI Bartosz,06/07/1987,30,BIALKOWSKI,Ipswich Town FC (ENG),194,83
Poland,MF,RYBUS Maciej,19/08/1989,28,RYBUS,FC Lokomotiv Moscow (RUS),173,75
Poland,FW,TEODORCZYK Lukasz,03/06/1991,27,TEODORCZYK,RSC Anderlecht (BEL),185,78
Poland,DF,GLIK Kamil,03/02/1988,30,GLIK,AS Monaco (FRA),190,80
Poland,MF,BLASZCZYKOWSKI Jakub,14/12/1985,32,BLASZCZYKOWSKI,VfL Wolfsburg (GER),175,71
Poland,MF,PESZKO Slawomir,19/02/1985,33,PESZKO,Lechia Gdansk (POL),173,68
Poland,DF,BERESZYNSKI Bartosz,12/07/1992,25,BERESZYNSKI,UC Sampdoria (ITA),182,72
Poland,MF,ZIELINSKI Piotr,20/05/1994,24,ZIELINSKI,SSC Napoli (ITA),177,64
Poland,DF,PISZCZEK Lukasz,03/06/1985,33,PISZCZEK,Borussia Dortmund (GER),184,79
Poland,MF,KURZAWA Rafal,29/01/1993,25,KURZAWA,Gornik Zabrze (POL),182,73
Poland,GK,FABIANSKI Lukasz,18/04/1985,33,FABIANSKI,Swansea City AFC (WAL),190,83
Poland,FW,KOWNACKI Dawid,14/03/1997,21,KOWNACKI,UC Sampdoria (ITA),185,75
Portugal,GK,RUI PATRICIO,15/02/1988,30,RUI PATRICIO,Sporting CP (POR),189,84
Portugal,DF,BRUNO ALVES,27/11/1981,36,B. ALVES,Rangers FC (SCO),187,83
Portugal,DF,PEPE,26/02/1983,35,PEPE,Besiktas JK (TUR),188,81
Portugal,MF,MANUEL FERNANDES,05/02/1986,32,M. FERNANDES,FC Lokomotiv Moscow (RUS),174,69
Portugal,DF,RAPHAEL GUERREIRO,22/12/1993,24,RAPHAEL,Borussia Dortmund (GER),170,64
Portugal,DF,JOSE FONTE,22/12/1983,34,FONTE,Dalian Yifang FC (CHN),191,84
Portugal,FW,CRISTIANO RONALDO,05/02/1985,33,RONALDO,Real Madrid CF (ESP),185,80
Portugal,MF,JOAO MOUTINHO,08/09/1986,31,J. MOUTINHO,AS Monaco (FRA),170,61
Portugal,FW,ANDRE SILVA,06/11/1995,22,ANDRÉ SILVA,AC Milan (ITA),184,78
Portugal,MF,JOAO MARIO,19/01/1993,25,J. MÁRIO,West Ham United FC (ENG),179,73
Portugal,MF,BERNARDO SILVA,10/08/1994,23,BERNARDO,Manchester City FC (ENG),173,65
Portugal,GK,ANTHONY LOPES,01/10/1990,27,LOPES,Olympique Lyon (FRA),184,81
Portugal,DF,RUBEN DIAS,14/05/1997,21,RUBEN DIAS,SL Benfica (POR),187,83
Portugal,MF,WILLIAM,07/04/1992,26,WILLIAM,Sporting CP (POR),190,80
Portugal,DF,RICARDO,06/10/1993,24,RICARDO,FC Porto (POR),174,70
Portugal,MF,BRUNO FERNANDES,08/09/1994,23,B. FERNANDES,Sporting CP (POR),183,64
Portugal,FW,GONCALO GUEDES,29/11/1996,21,G. GUEDES,Valencia CF (ESP),179,72
Portugal,FW,GELSON MARTINS,11/05/1995,23,GELSON,Sporting CP (POR),173,63
Portugal,DF,MARIO RUI,27/05/1991,27,MÁRIO RUI,SSC Napoli (ITA),168,67
Portugal,FW,RICARDO QUARESMA,26/09/1983,34,QUARESMA,Besiktas JK (TUR),175,73
Portugal,DF,CEDRIC,31/08/1991,26,CÉDRIC,Southampton FC (ENG),172,67
Portugal,GK,BETO,01/05/1982,36,BETO,Goztepe SK (TUR),183,79
Portugal,MF,ADRIEN SILVA,15/03/1989,29,ADRIEN,Leicester City FC (ENG),176,72
Russia,GK,AKINFEEV Igor,08/04/1986,32,AKINFEEV,CSKA Moscow (RUS),185,83
Russia,DF,MARIO FERNANDES,19/09/1990,27,FERNANDES,CSKA Moscow (RUS),187,79
Russia,DF,KUTEPOV Ilya,29/07/1993,24,KUTEPOV,FC Spartak Moscow (RUS),190,82
Russia,DF,IGNASHEVICH Sergey,14/07/1979,38,IGNASHEVICH,CSKA Moscow (RUS),186,84
Russia,DF,SEMENOV Andrey,24/03/1989,29,SEMENOV,FC Akhmat Grozny (RUS),191,87
Russia,MF,CHERYSHEV Denis,26/12/1990,27,CHERYSHEV,Villarreal CF (ESP),173,68
Russia,MF,KUZIAEV Daler,15/01/1993,25,KUZIAEV,FC Zenit St. Petersburg (RUS),182,74
Russia,MF,GAZINSKY Iury,20/07/1989,28,GAZINSKII,FC Krasnodar (RUS),180,75
Russia,MF,DZAGOEV Alan,17/06/1990,28,DZAGOEV,CSKA Moscow (RUS),178,73
Russia,FW,SMOLOV Fedor,09/02/1990,28,SMOLOV,FC Krasnodar (RUS),185,79
Russia,MF,ZOBNIN Roman,11/02/1994,24,ZOBNIN,FC Spartak Moscow (RUS),185,77
Russia,GK,LUNEV Andrei,13/11/1991,26,LUNEV,FC Zenit St. Petersburg (RUS),189,80
Russia,DF,KUDRIASHOV Fedor,05/04/1987,31,KUDRIASHOV,FC Rubin Kazan (RUS),187,78
Russia,DF,GRANAT Vladimir,22/05/1987,31,GRANAT,FC Rubin Kazan (RUS),184,80
Russia,MF,MIRANCHUK Alexey,17/10/1995,22,MIRANCHUK AL.,FC Lokomotiv Moscow (RUS),185,77
Russia,MF,MIRANCHUK Anton,17/10/1995,22,MIRANCHUK AN.,FC Lokomotiv Moscow (RUS),182,67
Russia,MF,GOLOVIN Aleksandr,30/05/1996,22,GOLOVIN,CSKA Moscow (RUS),178,70
Russia,MF,ZHIRKOV Yury,20/08/1983,34,ZHIRKOV,FC Zenit St. Petersburg (RUS),180,76
Russia,MF,SAMEDOV Alexander,19/07/1984,33,SAMEDOV,FC Spartak Moscow (RUS),178,74
Russia,GK,GABULOV Vladimir,19/10/1983,34,GABULOV,Club Brugge KV (BEL),190,81
Russia,MF,EROKHIN Aleksandr,13/10/1989,28,EROKHIN,FC Zenit St. Petersburg (RUS),191,79
Russia,FW,DZYUBA Artem,22/08/1988,29,DZYUBA,FC Arsenal Tula (RUS),196,90
Russia,DF,SMOLNIKOV Igor,08/08/1988,29,SMOLNIKOV,FC Zenit St. Petersburg (RUS),179,72
Saudi Arabia,GK,ABDULLAH ALMUAIOUF,23/01/1987,31,ABDULLAH,Al Hilal SFC (KSA),178,98
Saudi Arabia,DF,MANSOUR ALHARBI,19/10/1987,30,MANSOUR,Al Ahli SC (KSA),173,68
Saudi Arabia,DF,OSAMA HAWSAWI,31/03/1984,34,OSAMA,Al Hilal SFC (KSA),188,83
Saudi Arabia,DF,ALI ALBULAYHI,21/11/1989,28,ALI,Al Hilal SFC (KSA),182,83
Saudi Arabia,DF,OMAR OTHMAN,27/09/1985,32,OMAR,Al Nassr FC (KSA),185,76
Saudi Arabia,DF,MOHAMMED ALBURAYK,15/09/1992,25,ALBURAYK,Al Hilal SFC (KSA),173,61
Saudi Arabia,MF,SALMAN ALFARAJ,01/08/1989,28,SALMAN,Al Hilal SFC (KSA),179,63
Saudi Arabia,MF,YAHIA ALSHEHRI,26/06/1990,27,YAHIA,CD Leganés (ESP),165,63
Saudi Arabia,MF,HATAN BAHBIR,16/07/1992,25,HATAN,Al Shabab FC (KSA),170,66
Saudi Arabia,FW,MOHAMMED ALSAHLAWI,10/01/1987,31,ALSAHLAWI,Al Nassr FC (KSA),179,75
Saudi Arabia,MF,ABDULMALEK ALKHAIBRI,13/03/1986,32,ABDULMALEK,Al Hilal SFC (KSA),177,73
Saudi Arabia,MF,MOHAMED KANNO,22/09/1994,23,KANNO,Al Hilal SFC (KSA),192,73
Saudi Arabia,DF,YASIR ALSHAHRANI,25/05/1992,26,YASIR,Al Hilal SFC (KSA),170,63
Saudi Arabia,MF,ABDULLAH OTAYF,03/08/1992,25,OTAYF,Al Hilal SFC (KSA),177,66
Saudi Arabia,MF,ABDULLAH ALKHAIBARI,16/08/1996,21,ALKHAIBARI,Al Shabab FC (KSA),175,66
Saudi Arabia,MF,HUSSAIN ALMOQAHWI,24/03/1988,30,HUSSAIN,Al Ahli SC (KSA),174,76
Saudi Arabia,MF,TAISEER ALJASSAM,25/07/1984,33,TAISEER,Al Ahli SC (KSA),169,69
Saudi Arabia,MF,SALEM ALDAWSARI,19/08/1991,26,SALEM,Villarreal CF (ESP),174,68
Saudi Arabia,FW,FAHAD ALMUWALLAD,14/09/1994,23,FAHAD,Levante UD (ESP),168,65
Saudi Arabia,FW,MUHANNAD ASIRI,14/10/1986,31,MUHANNAD,Al Ahli SC (KSA),185,79
Saudi Arabia,GK,YASSER ALMOSAILEM,27/02/1984,34,ALMOSAILEM,Al Ahli SC (KSA),186,88
Saudi Arabia,GK,MOHAMMED ALOWAIS,10/10/1991,26,ALOWAIS,Al Ahli SC (KSA),187,79
Saudi Arabia,DF,MOTAZ HAWSAWI,17/02/1992,26,MOTAZ,Al Ahli SC (KSA),180,79
Senegal,GK,DIALLO Abdoulaye,30/03/1992,26,DIALLO,Stade Rennais FC (FRA),189,79
Senegal,DF,CISS Saliou,15/06/1989,29,CISS,Valenciennes FC (FRA),173,69
Senegal,DF,KOULIBALY Kalidou,20/06/1991,27,KOULIBALY,SSC Napoli (ITA),195,89
Senegal,DF,MBODJI Kara,22/11/1989,28,KARA,RSC Anderlecht (BEL),192,85
Senegal,MF,GUEYE Idrissa Gana,26/09/1989,28,GANA,Everton FC (ENG),174,64
Senegal,MF,SANE Salif,25/08/1990,27,S. SANE,Hannover 96 (GER),196,84
Senegal,FW,SOW Moussa,19/01/1986,32,SOW,Bursaspor (TUR),180,75
Senegal,MF,KOUYATE Cheikhou,21/12/1989,28,C. KOUYATE,West Ham United FC (ENG),189,75
Senegal,FW,DIOUF Mame,16/12/1987,30,M. DIOUF,Stoke City FC (ENG),185,81
Senegal,FW,MANE Sadio,10/04/1992,26,MANE,Liverpool FC (ENG),175,69
Senegal,MF,NDOYE Cheikh,29/03/1986,32,CH. NDOYE,Birmingham City FC (ENG),192,90
Senegal,DF,SABALY Youssouf,05/03/1993,25,SABALY,FC Girondins Bordeaux (FRA),174,71
Senegal,MF,NDIAYE Alfred,06/03/1990,28,A. NDIAYE,Wolverhampton Wanderers FC (ENG),186,80
Senegal,FW,KONATE Moussa,03/04/1993,25,KONATE,Amiens SC (FRA),180,78
Senegal,FW,SAKHO Diafra,24/12/1989,28,SAKHO,Stade Rennais FC (FRA),184,79
Senegal,GK,NDIAYE Khadim,05/04/1985,33,KH. NDIAYE,Horoya AC (GUI),185,80
Senegal,MF,NDIAYE Pape Alioune,27/10/1990,27,P.A. NDIAYE,Stoke City FC (ENG),181,74
Senegal,FW,SARR Ismaila,25/02/1998,20,ISMAÏLA,Stade Rennais FC (FRA),175,70
Senegal,FW,NIANG Mbaye,19/12/1994,23,NIANG,Torino FC (ITA),184,74
Senegal,FW,BALDE Keita,08/03/1995,23,KEÏTA BALDE,AS Monaco (FRA),181,77
Senegal,DF,GASSAMA Lamine,20/10/1989,28,GASSAMA,Adanaspor (TUR),181,74
Senegal,DF,WAGUE Moussa,04/10/1998,19,M. WAGUE,KAS Eupen (BEL),177,70
Senegal,GK,GOMIS Alfred,05/09/1993,24,GOMIS,SPAL Ferrara (ITA),196,80
Serbia,GK,STOJKOVIC Vladimir,28/07/1983,34,STOJKOVIĆ,FK Partizan (SRB),195,92
Serbia,DF,RUKAVINA Antonio,26/01/1984,34,RUKAVINA,Villarreal CF (ESP),177,71
Serbia,DF,TOSIC Dusko,19/01/1985,33,TOŠIĆ,Besiktas JK (TUR),185,79
Serbia,MF,MILIVOJEVIC Luka,07/04/1991,27,MILIVOJEVIĆ,Crystal Palace FC (ENG),186,80
Serbia,DF,SPAJIC Uros,13/02/1993,25,SPAJIĆ,RSC Anderlecht (BEL),188,82
Serbia,DF,IVANOVIC Branislav,22/02/1984,34,IVANOVIĆ,FC Zenit St. Petersburg (RUS),185,89
Serbia,MF,ZIVKOVIC Andrija,11/07/1996,21,ŽIVKOVIĆ,SL Benfica (POR),169,68
Serbia,FW,PRIJOVIC Aleksandar,21/04/1990,28,PRIJOVIĆ,PAOK FC (GRE),191,88
Serbia,FW,MITROVIC Aleksandar,16/09/1994,23,MITROVIĆ,Fulham FC (ENG),189,82
Serbia,MF,TADIC Dusan,20/11/1988,29,TADIĆ,Southampton FC (ENG),181,76
Serbia,DF,KOLAROV Aleksandar,10/11/1985,32,KOLAROV,AS Roma (ITA),187,83
Serbia,GK,RAJKOVIC Predrag,31/10/1995,22,RAJKOVIĆ,Maccabi Tel-Aviv FC (ISR),191,85
Serbia,DF,VELJKOVIC Milos,26/09/1995,22,VELJKOVIĆ,SV Werder Bremen (GER),188,77
Serbia,DF,RODIC Milan,02/04/1991,27,RODIĆ,FK Crvena Zvezda (SRB),185,69
Serbia,DF,MILENKOVIC Nikola,12/10/1997,20,MILENKOVIĆ,ACF Fiorentina (ITA),195,90
Serbia,MF,GRUJIC Marko,13/04/1996,22,GRUJIĆ,Cardiff City FC (WAL),190,82
Serbia,MF,KOSTIC Filip,01/11/1992,25,KOSTIĆ,Hamburger SV (GER),184,82
Serbia,FW,RADONJIC Nemanja,15/02/1996,22,RADONJIĆ,FK Crvena Zvezda (SRB),185,76
Serbia,FW,JOVIC Luka,23/12/1997,20,JOVIĆ,Eintracht Frankfurt (GER),181,75
Serbia,MF,MILINKOVIC-SAVIC Sergej,27/02/1995,23,SERGEJ,SS Lazio (ITA),192,76
Serbia,MF,MATIC Nemanja,01/08/1988,29,MATIĆ,Manchester United FC (ENG),194,86
Serbia,MF,LJAJIC Adem,29/09/1991,26,LJAJIĆ,Torino FC (ITA),182,74
Serbia,GK,DMITROVIC Marko,24/01/1992,26,DMITROVIĆ,SD Eibar (ESP),194,90
Spain,GK,DE GEA David,07/11/1990,27,DE GEA,Manchester United FC (ENG),190,71
Spain,DF,CARVAJAL Dani,11/01/1992,26,CARVAJAL,Real Madrid CF (ESP),173,73
Spain,DF,PIQUE Gerard,02/02/1987,31,PIQUÉ,FC Barcelona (ESP),194,85
Spain,DF,NACHO,18/01/1990,28,NACHO,Real Madrid CF (ESP),179,77
Spain,MF,BUSQUETS Sergio,16/07/1988,29,SERGIO,FC Barcelona (ESP),189,78
Spain,MF,INIESTA Andres,11/05/1984,34,A. INIESTA,FC Barcelona (ESP),171,68
Spain,MF,SAUL,21/11/1994,23,SAÚL,Atletico Madrid (ESP),183,76
Spain,MF,KOKE,08/01/1992,26,KOKE,Atletico Madrid (ESP),176,73
Spain,FW,RODRIGO,06/03/1991,27,RODRIGO M.,Valencia CF (ESP),182,72
Spain,MF,THIAGO,11/04/1991,27,THIAGO,FC Bayern München (GER),174,70
Spain,FW,VAZQUEZ Lucas,01/07/1991,26,LUCAS V.,Real Madrid CF (ESP),173,70
Spain,DF,ODRIOZOLA Alvaro,14/12/1995,22,ODRIOZOLA,Real Sociedad (ESP),178,67
Spain,GK,ARRIZABALAGA Kepa,03/10/1994,23,ARRIZABALAGA,Athletic Bilbao (ESP),189,84
Spain,DF,AZPILICUETA Cesar,28/08/1989,28,AZPILICUETA,Chelsea FC (ENG),178,78
Spain,DF,RAMOS Sergio,30/03/1986,32,RAMOS,Real Madrid CF (ESP),183,75
Spain,DF,MONREAL Nacho,26/02/1986,32,MONREAL,Arsenal FC (ENG),179,72
Spain,FW,ASPAS Iago,01/08/1987,30,IAGO ASPAS,Celta Vigo (ESP),176,67
Spain,DF,ALBA Jordi,21/03/1989,29,JORDI ALBA,FC Barcelona (ESP),170,68
Spain,FW,COSTA Diego,07/10/1988,29,DIEGO COSTA,Atletico Madrid (ESP),185,86
Spain,MF,ASENSIO Marco,21/01/1996,22,ASENSIO,Real Madrid CF (ESP),182,76
Spain,FW,SILVA David,08/01/1986,32,SILVA,Manchester City FC (ENG),170,67
Spain,MF,ISCO,21/04/1992,26,ISCO,Real Madrid CF (ESP),176,74
Spain,GK,REINA Pepe,31/08/1982,35,REINA,SSC Napoli (ITA),188,92
Sweden,GK,OLSEN Robin,08/01/1990,28,OLSEN,FC Kobenhavn (DEN),198,89
Sweden,DF,LUSTIG Mikael,13/12/1986,31,LUSTIG,Celtic FC (SCO),189,77
Sweden,DF,LINDELOF Victor,17/07/1994,23,LINDELÖF,Manchester United FC (ENG),187,81
Sweden,DF,GRANQVIST Andreas,16/04/1985,33,GRANQVIST,FC Krasnodar (RUS),192,84
Sweden,DF,OLSSON Martin,17/05/1988,30,OLSSON,Swansea City AFC (WAL),177,81
Sweden,DF,AUGUSTINSSON Ludwig,21/04/1994,24,AUGUSTINSSON,SV Werder Bremen (GER),181,76
Sweden,MF,LARSSON Sebastian,06/06/1985,33,LARSSON,Hull City FC (ENG),178,70
Sweden,MF,EKDAL Albin,28/07/1989,28,EKDAL,Hamburger SV (GER),186,75
Sweden,FW,BERG Marcus,17/08/1986,31,BERG,Al Ain FC (UAE),183,76
Sweden,MF,FORSBERG Emil,23/10/1991,26,FORSBERG,RB Leipzig (GER),179,78
Sweden,FW,GUIDETTI John,15/04/1992,26,GUIDETTI,Deportivo Alavés (ESP),185,79
Sweden,GK,JOHNSSON Karl-Johan,28/01/1990,28,JOHNSSON,EA Guingamp (FRA),187,83
Sweden,MF,SVENSSON Gustav,07/02/1987,31,SVENSSON,Seattle Sounders FC (USA),183,77
Sweden,DF,HELANDER Filip,22/04/1993,25,HELANDER,Bologna FC (ITA),192,83
Sweden,MF,HILJEMARK Oscar,28/06/1992,25,HILJEMARK,Genoa CFC (ITA),184,73
Sweden,DF,KRAFTH Emil,02/08/1994,23,KRAFTH,Bologna FC (ITA),181,72
Sweden,MF,CLAESSON Viktor,02/01/1992,26,CLAESSON,FC Krasnodar (RUS),183,79
Sweden,DF,JANSSON Pontus,13/02/1991,27,JANSSON,Leeds United FC (ENG),194,89
Sweden,MF,ROHDEN Marcus,11/05/1991,27,ROHDÉN,FC Crotone (ITA),182,76
Sweden,FW,TOIVONEN Ola,03/07/1986,31,TOIVONEN,Toulouse FC (FRA),192,78
Sweden,MF,DURMAZ Jimmy,22/03/1989,29,DURMAZ,Toulouse FC (FRA),180,69
Sweden,FW,THELIN Isaac Kiese,24/06/1992,25,KIESE THELIN,KV Waasland-Beveren (BEL),189,83
Sweden,GK,NORDFELDT Kristoffer,23/06/1989,29,NORDFELDT,Swansea City AFC (WAL),190,85
Switzerland,GK,SOMMER Yann,17/12/1988,29,SOMMER,VfL Borussia Mönchengladbach (GER),183,81
Switzerland,DF,LICHTSTEINER Stephan,16/01/1984,34,LICHTSTEINER,Juventus FC (ITA),181,77
Switzerland,DF,MOUBANDJE Francois,21/06/1990,28,MOUBANDJE,Toulouse FC (FRA),180,76
Switzerland,DF,ELVEDI Nico,30/09/1996,21,ELVEDI,VfL Borussia Mönchengladbach (GER),187,77
Switzerland,DF,AKANJI Manuel,19/07/1995,22,AKANJI,Borussia Dortmund (GER),186,85
Switzerland,DF,LANG Michael,08/02/1991,27,LANG,FC Basel (SUI),185,78
Switzerland,FW,EMBOLO Breel,14/02/1997,21,EMBOLO,FC Schalke 04 (GER),184,86
Switzerland,MF,FREULER Remo,15/04/1992,26,FREULER,Atalanta Bergamo (ITA),181,75
Switzerland,FW,SEFEROVIC Haris,22/02/1992,26,SEFEROVIC,SL Benfica (POR),186,88
Switzerland,MF,XHAKA Granit,27/09/1992,25,XHAKA,Arsenal FC (ENG),183,82
Switzerland,MF,BEHRAMI Valon,19/04/1985,33,BEHRAMI,Udinese Calcio (ITA),184,78
Switzerland,GK,MVOGO Yvon,06/06/1994,24,MVOGO,RB Leipzig (GER),186,84
Switzerland,DF,RODRIGUEZ Ricardo,25/08/1992,25,RODRIGUEZ,AC Milan (ITA),180,79
Switzerland,MF,ZUBER Steven,17/08/1991,26,ZUBER,TSG 1899 Hoffenheim (GER),182,79
Switzerland,MF,DZEMAILI Blerim,12/04/1986,32,DZEMAILI,Bologna FC (ITA),180,77
Switzerland,MF,FERNANDES Gelson,02/09/1986,31,G. FERNANDES,Eintracht Frankfurt (GER),180,72
Switzerland,MF,ZAKARIA Denis,20/11/1996,21,ZAKARIA,VfL Borussia Mönchengladbach (GER),189,77
Switzerland,FW,GAVRANOVIC Mario,24/11/1989,28,GAVRANOVIC,GNK Dinamo Zagreb (CRO),175,75
Switzerland,FW,DRMIC Josip,08/08/1992,25,DRMIC,VfL Borussia Mönchengladbach (GER),184,78
Switzerland,DF,DJOUROU Johan,18/01/1987,31,DJOUROU,Antalyaspor AS (TUR),192,90
Switzerland,GK,BUERKI Roman,14/11/1990,27,BÜRKI,Borussia Dortmund (GER),188,83
Switzerland,DF,SCHAER Fabian,20/12/1991,26,SCHÄR,Deportivo La Coruña (ESP),186,83
Switzerland,MF,SHAQIRI Xherdan,10/10/1991,26,SHAQIRI,Stoke City FC (ENG),165,78
Tunisia,GK,BEN MUSTAPHA Farouk,01/07/1989,28,BEN MUSTAPHA,Al Shabab FC (KSA),192,85
Tunisia,DF,BEN YOUSSEF Syam,31/03/1989,29,BEN YOUSSEF .S,Kasimpasa SK (TUR),189,87
Tunisia,DF,BEN ALOUANE Yohan,28/03/1987,31,BEN ALOUANE,Leicester City FC (ENG),185,75
Tunisia,DF,MERIAH Yassine,02/07/1993,24,MERIAH,CS Sfaxien (TUN),183,70
Tunisia,DF,HADDADI Oussama,28/01/1992,26,HADDADI,Dijon FCO (FRA),185,76
Tunisia,DF,BEDOUI Rami,19/01/1990,28,BEDOUI,Étoile du Sahel (TUN),187,77
Tunisia,FW,KHAOUI Saifeddine,27/04/1995,23,KHAOUI,ES Troyes (FRA),180,76
Tunisia,FW,BEN YOUSSEF Fakhreddine,23/06/1991,27,BEN YOUSSEF .F,Al Ittifaq FC (KSA),189,80
Tunisia,MF,BADRI Anice,18/09/1990,27,BADRI,ES Tunis (TUN),178,70
Tunisia,FW,KHAZRI Wahbi,08/02/1991,27,KHAZRI,Stade Rennais FC (FRA),182,76
Tunisia,DF,BRONN Dylan,19/06/1995,23,BRONN,KAA Gent (BEL),186,75
Tunisia,DF,MAALOUL Ali,01/01/1990,28,MAALOUL,Al Ahly SC (EGY),170,72
Tunisia,MF,SASSI Ferjani,18/03/1992,26,SASSI,Al Nassr FC (KSA),186,80
Tunisia,MF,BEN AMOR Mohamed,03/05/1992,26,BEN AMOR,Al Ahli SC (KSA),180,75
Tunisia,FW,KHALIL Ahmed,21/12/1994,23,KHALIL,Club Africain (TUN),187,75
Tunisia,GK,MATHLOUTHI Aymen,14/09/1984,33,MATHLOUTHI .A,Al Batin FC (KSA),182,84
Tunisia,MF,SKHIRI Ellyes,10/05/1995,23,SKHIRI JORIS,Montpellier HSC (FRA),185,69
Tunisia,FW,SRARFI Bassem,25/06/1997,20,SRARFI,OGC Nice (FRA),176,71
Tunisia,FW,KHALIFA Saber,14/10/1986,31,KHALIFA,Club Africain (TUN),185,72
Tunisia,FW,CHAALELI Ghaylen,28/02/1994,24,CHAALELI,ES Tunis (TUN),179,70
Tunisia,DF,NAGUEZ Hamdi,28/10/1992,25,NAGUEZ,Zamalek (EGY),186,75
Tunisia,GK,HASSEN Mouez,05/03/1995,23,HASSEN,LB Chateauroux (FRA),186,70
Tunisia,FW,SLITI Naim,27/07/1992,25,SLITI,Dijon FCO (FRA),173,65
Uruguay,GK,MUSLERA Fernando,16/06/1986,32,F. MUSLERA,Galatasaray SK (TUR),190,74
Uruguay,DF,GIMENEZ Jose,20/01/1995,23,J.M. GIMENEZ,Atletico Madrid (ESP),185,77
Uruguay,DF,GODIN Diego,16/02/1986,32,D. GODIN,Atletico Madrid (ESP),185,73
Uruguay,DF,VARELA Guillermo,24/03/1993,25,G. VARELA,CA Penarol (URU),173,70
Uruguay,MF,SANCHEZ Carlos,02/12/1984,33,C. SANCHEZ,CF Monterrey (MEX),171,74
Uruguay,MF,BENTANCUR Rodrigo,25/06/1997,20,R. BENTANCUR,Juventus FC (ITA),187,73
Uruguay,MF,RODRIGUEZ Cristian,30/09/1985,32,C. RODRIGUEZ,CA Penarol (URU),178,79
Uruguay,MF,NANDEZ Nahitan,28/12/1995,22,N. NANDEZ,CA Boca Juniors (ARG),171,61
Uruguay,FW,SUAREZ Luis,24/01/1987,31,L. SUAREZ,FC Barcelona (ESP),182,85
Uruguay,FW,DE ARRASCAETA Giorgian,01/06/1994,24,G. DE ARRASCAETA,Cruzeiro EC (BRA),172,64
Uruguay,FW,STUANI Cristhian,12/10/1986,31,C. STUANI,Girona FC (ESP),186,78
Uruguay,GK,CAMPANA Martin,29/05/1989,29,M. CAMPAÑA,CA Independiente (ARG),184,79
Uruguay,DF,SILVA Gaston,05/03/1994,24,G. SILVA,CA Independiente (ARG),185,74
Uruguay,MF,TORREIRA Lucas,11/02/1996,22,L. TORREIRA,UC Sampdoria (ITA),168,61
Uruguay,MF,VECINO Matias,24/08/1991,26,M. VECINO,FC Internazionale (ITA),189,80
Uruguay,DF,PEREIRA Maximiliano,08/06/1984,34,M. PEREIRA,FC Porto (POR),173,73
Uruguay,MF,LAXALT Diego,07/02/1993,25,D. LAXALT,Genoa CFC (ITA),178,66
Uruguay,FW,GOMEZ Maximiliano,14/08/1996,21,M. GOMEZ,Celta Vigo (ESP),186,85
Uruguay,DF,COATES Sebastian,07/10/1990,27,S. COATES,Sporting CP (POR),196,89
Uruguay,FW,URRETAVISCAYA Jonathan,19/03/1990,28,J. URRETAVISCAYA,CF Monterrey (MEX),172,66
Uruguay,FW,CAVANI Edinson,14/02/1987,31,E. CAVANI,Paris Saint-Germain FC (FRA),188,78
Uruguay,DF,CACERES Martin,07/04/1987,31,M. CACERES,SS Lazio (ITA),178,75
Uruguay,GK,SILVA Martin,25/03/1983,35,M. SILVA,CR Vasco da Gama (BRA),187,82